path,start_time,end_time,number
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243394048-4096.hdf5,1243394048,1243398144,1
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243398144-4096.hdf5,1243398144,1243402240,2
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243402240-4096.hdf5,1243402240,1243406336,3
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243406336-4096.hdf5,1243406336,1243410432,4
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243410432-4096.hdf5,1243410432,1243414528,5
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243414528-4096.hdf5,1243414528,1243418624,6
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243418624-4096.hdf5,1243418624,1243422720,7
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243422720-4096.hdf5,1243422720,1243426816,8
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243426816-4096.hdf5,1243426816,1243430912,9
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243430912-4096.hdf5,1243430912,1243435008,10
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243435008-4096.hdf5,1243435008,1243439104,11
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243439104-4096.hdf5,1243439104,1243443200,12
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243443200-4096.hdf5,1243443200,1243447296,13
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243447296-4096.hdf5,1243447296,1243451392,14
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243451392-4096.hdf5,1243451392,1243455488,15
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243455488-4096.hdf5,1243455488,1243459584,16
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243459584-4096.hdf5,1243459584,1243463680,17
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243463680-4096.hdf5,1243463680,1243467776,18
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243467776-4096.hdf5,1243467776,1243471872,19
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243471872-4096.hdf5,1243471872,1243475968,20
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243475968-4096.hdf5,1243475968,1243480064,21
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243480064-4096.hdf5,1243480064,1243484160,22
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243484160-4096.hdf5,1243484160,1243488256,23
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243488256-4096.hdf5,1243488256,1243492352,24
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243492352-4096.hdf5,1243492352,1243496448,25
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243496448-4096.hdf5,1243496448,1243500544,26
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243500544-4096.hdf5,1243500544,1243504640,27
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3a_4KHZ_R1-1243504640-4096.hdf5,1243504640,1243508736,28
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258631168-4096.hdf5,1258631168,1258635264,29
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258635264-4096.hdf5,1258635264,1258639360,30
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258639360-4096.hdf5,1258639360,1258643456,31
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258643456-4096.hdf5,1258643456,1258647552,32
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258647552-4096.hdf5,1258647552,1258651648,33
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258651648-4096.hdf5,1258651648,1258655744,34
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258655744-4096.hdf5,1258655744,1258659840,35
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258659840-4096.hdf5,1258659840,1258663936,36
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258663936-4096.hdf5,1258663936,1258668032,37
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258668032-4096.hdf5,1258668032,1258672128,38
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258672128-4096.hdf5,1258672128,1258676224,39
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258676224-4096.hdf5,1258676224,1258680320,40
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258680320-4096.hdf5,1258680320,1258684416,41
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258684416-4096.hdf5,1258684416,1258688512,42
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258688512-4096.hdf5,1258688512,1258692608,43
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258692608-4096.hdf5,1258692608,1258696704,44
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258696704-4096.hdf5,1258696704,1258700800,45
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258700800-4096.hdf5,1258700800,1258704896,46
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258704896-4096.hdf5,1258704896,1258708992,47
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258708992-4096.hdf5,1258708992,1258713088,48
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258713088-4096.hdf5,1258713088,1258717184,49
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258717184-4096.hdf5,1258717184,1258721280,50
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258721280-4096.hdf5,1258721280,1258725376,51
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258725376-4096.hdf5,1258725376,1258729472,52
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258729472-4096.hdf5,1258729472,1258733568,53
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258733568-4096.hdf5,1258733568,1258737664,54
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258737664-4096.hdf5,1258737664,1258741760,55
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258741760-4096.hdf5,1258741760,1258745856,56
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_GWOSC_O3b_4KHZ_R1-1258745856-4096.hdf5,1258745856,1258749952,57
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127002112-4096.hdf5,1127002112,1127006208,58
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127006208-4096.hdf5,1127006208,1127010304,59
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127010304-4096.hdf5,1127010304,1127014400,60
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127014400-4096.hdf5,1127014400,1127018496,61
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127018496-4096.hdf5,1127018496,1127022592,62
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127022592-4096.hdf5,1127022592,1127026688,63
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127026688-4096.hdf5,1127026688,1127030784,64
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127030784-4096.hdf5,1127030784,1127034880,65
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127034880-4096.hdf5,1127034880,1127038976,66
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127038976-4096.hdf5,1127038976,1127043072,67
/home/arutkeerthi/Downloads/Glitchveto/urls/H-H1_LOSC_4_V1-1127043072-4096.hdf5,1127043072,1127047168,68
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171222528-4096.hdf5,1171222528,1171226624,69
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171226624-4096.hdf5,1171226624,1171230720,70
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171230720-4096.hdf5,1171230720,1171234816,71
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171234816-4096.hdf5,1171234816,1171238912,72
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171238912-4096.hdf5,1171238912,1171243008,73
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171243008-4096.hdf5,1171243008,1171247104,74
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171247104-4096.hdf5,1171247104,1171251200,75
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171251200-4096.hdf5,1171251200,1171255296,76
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171255296-4096.hdf5,1171255296,1171259392,77
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O2_4KHZ_R1-1171259392-4096.hdf5,1171259392,1171263488,78
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246453760-4096.hdf5,1246453760,1246457856,79
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246457856-4096.hdf5,1246457856,1246461952,80
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246461952-4096.hdf5,1246461952,1246466048,81
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246466048-4096.hdf5,1246466048,1246470144,82
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246470144-4096.hdf5,1246470144,1246474240,83
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246474240-4096.hdf5,1246474240,1246478336,84
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246478336-4096.hdf5,1246478336,1246482432,85
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246482432-4096.hdf5,1246482432,1246486528,86
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246486528-4096.hdf5,1246486528,1246490624,87
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246490624-4096.hdf5,1246490624,1246494720,88
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246494720-4096.hdf5,1246494720,1246498816,89
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246498816-4096.hdf5,1246498816,1246502912,90
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246502912-4096.hdf5,1246502912,1246507008,91
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246507008-4096.hdf5,1246507008,1246511104,92
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246511104-4096.hdf5,1246511104,1246515200,93
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246515200-4096.hdf5,1246515200,1246519296,94
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246519296-4096.hdf5,1246519296,1246523392,95
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246523392-4096.hdf5,1246523392,1246527488,96
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246527488-4096.hdf5,1246527488,1246531584,97
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246531584-4096.hdf5,1246531584,1246535680,98
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246535680-4096.hdf5,1246535680,1246539776,99
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3a_4KHZ_R1-1246539776-4096.hdf5,1246539776,1246543872,100
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260441600-4096.hdf5,1260441600,1260445696,101
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260445696-4096.hdf5,1260445696,1260449792,102
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260449792-4096.hdf5,1260449792,1260453888,103
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260453888-4096.hdf5,1260453888,1260457984,104
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260457984-4096.hdf5,1260457984,1260462080,105
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260462080-4096.hdf5,1260462080,1260466176,106
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260466176-4096.hdf5,1260466176,1260470272,107
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260470272-4096.hdf5,1260470272,1260474368,108
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260474368-4096.hdf5,1260474368,1260478464,109
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260478464-4096.hdf5,1260478464,1260482560,110
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260482560-4096.hdf5,1260482560,1260486656,111
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260486656-4096.hdf5,1260486656,1260490752,112
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260490752-4096.hdf5,1260490752,1260494848,113
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260494848-4096.hdf5,1260494848,1260498944,114
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260498944-4096.hdf5,1260498944,1260503040,115
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260503040-4096.hdf5,1260503040,1260507136,116
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260507136-4096.hdf5,1260507136,1260511232,117
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260511232-4096.hdf5,1260511232,1260515328,118
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260515328-4096.hdf5,1260515328,1260519424,119
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260519424-4096.hdf5,1260519424,1260523520,120
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260523520-4096.hdf5,1260523520,1260527616,121
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260527616-4096.hdf5,1260527616,1260531712,122
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260531712-4096.hdf5,1260531712,1260535808,123
/home/arutkeerthi/Downloads/Glitchveto/urls/L-L1_GWOSC_O3b_4KHZ_R1-1260535808-4096.hdf5,1260535808,1260539904,124
